"","營業地址","統一編號","總機構統一編號","營業人名稱","資本額","使用統一發票","行業代號","名稱","行業代號2","名稱2","行業代號3","名稱3","行業代號4","名稱4","日期","縣市","年份"
"661","臺中市大里區東興里益民路２段３１０號騎樓",72458977,NA,"吳瑞國",50000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-08-11,"臺中市","2017"
"662","臺中市大里區東興里益民路２段２９１－２號１樓",72583270,NA,"夾老二",190000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-12-12,"臺中市","2017"
"663","臺中市大里區東興里東榮路４４２－１號",72458982,NA,"吳瑞國",50000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-08-11,"臺中市","2017"
"664","臺中市大里區東興里東榮路４２４號１樓",72423154,NA,"利來娃娃",200000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-04-12,"臺中市","2017"
"665","臺中市大里區東興里東榮路４０４號１樓",72510538,NA,"張凱智",200000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-11-30,"臺中市","2017"
"666","臺中市大里區東湖里中興路一段２２５號１樓",72485138,NA,"陳冠志",900000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-09-28,"臺中市","2017"
"667","臺中市大里區東湖里中興路一段２０７號",72488206,NA,"吳麗勉",30000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-10-01,"臺中市","2017"
"668","臺中市大里區東湖里中山路３號",72562198,NA,"賓果商行",10000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-12-01,"臺中市","2017"
"669","臺中市大里區立仁里新仁路１段２３２號",72397178,NA,"賴治仲",8000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-03-10,"臺中市","2017"
"670","臺中市大里區永隆里永隆路１８７號１樓",72572787,NA,"許文耀",500000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-12-25,"臺中市","2017"
"671","臺中市大里區內新里中興路２段４３８號１樓",72356227,NA,"中天中興商行",30000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-11-17,"臺中市","2017"
"672","臺中市大里區仁德里仁化路５３５號１樓",72335693,NA,"抓到嫑嫑商行",100000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-06-28,"臺中市","2017"
"673","臺中市大里區仁化里成功二路２５４―１０號１樓",72339635,NA,"中天成功商行",30000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-07-25,"臺中市","2017"
"674","臺中市大里區仁化里仁化路４５８―１號１樓",72356774,NA,"爪八個選物販賣店",100000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-11-21,"臺中市","2017"
"675","臺中市大里區仁化里工業四路２６號",72317180,NA,"大金綜藝商行",30000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-03-07,"臺中市","2017"
"676","臺中市大里區中新里新生路１６９號１樓",72510609,NA,"楊義芳",200000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-11-16,"臺中市","2017"
"677","臺中市大里區大明里新仁路３段１８６號１樓",72572772,NA,"許文耀",500000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-12-25,"臺中市","2017"
"678","臺中市大里區大明里益民路２段３８０號",72572793,NA,"許文耀",500000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-12-25,"臺中市","2017"
"679","臺中市大里區大明里大明路２１８號",72479142,NA,"黃文彬",200000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-09-15,"臺中市","2017"
"680","臺中市大里區大里里大衛路６９號１樓",72344573,NA,"中天大衛商行",30000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-08-28,"臺中市","2017"
"681","臺中市大里區大里里大里路３３８號",72493475,NA,"楊信忠",50000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-11-16,"臺中市","2017"
"682","臺中市大肚區蔗������里遊園路２段３４號１樓",72362023,NA,"綜藝遊園商行",30000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-12-27,"臺中市","2017"
"683","臺中市大肚區自強里遊園路２段２００號１樓",72349253,NA,"五二零企業社",100000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-09-28,"臺中市","2017"
"684","臺中市大肚區自強里遊園路２段１６２號",72446733,NA,"蘇育德",50000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-06-26,"臺中市","2017"
"685","臺中市大甲區順天里蔣公路１７０號１樓",72575736,NA,"張彤彤",400000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-11-29,"臺中市","2017"
"686","臺中市大甲區順天里光明路１９８巷２號１樓",72343292,NA,"玖肆貳抓行",100000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-08-22,"臺中市","2017"
"687","臺中市大甲區武曲里新政路３６０號右邊第二間",72475477,72343292,"玖肆貳抓行營業所",0,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-09-01,"臺中市","2017"
"688","臺中市大甲區庄美里忠孝街５號",72493622,NA,"無限取物販賣館",100000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-12-11,"臺中市","2017"
"689","臺中市大甲區庄美里文武路２５１號１樓",72348521,NA,"文雅娃娃坊",100000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-09-25,"臺中市","2017"
"690","臺中市大甲區中山里甲后路５段３６０號旁",72482955,NA,"謝汶怡",200000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-09-21,"臺中市","2017"
"691","臺中市大甲區大甲里光明路８―３號１樓",72330509,NA,"抓寶趣精品商行",50000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-05-31,"臺中市","2017"
"692","彰化縣線西鄉寓埔村００８鄰沿海路一段８９９號",72573266,NA,"蔡青甫",10000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-11-01,"彰化縣","2017"
"693","彰化縣福興鄉萬豐村彰水路８２號１樓",72424999,NA,"廖信璇",67000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-04-19,"彰化縣","2017"
"694","彰化縣彰化市彰安里中正路２段５７０號左側",72443736,NA,"陳建銘",3000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-06-14,"彰化縣","2017"
"695","彰化縣彰化市彰安里中正路２段４７５號右側",72453810,NA,"陳軒漢",100000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-07-24,"彰化縣","2017"
"696","彰化縣彰化市萬安里三民路４３５號１樓",72561590,NA,"周義展",20000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-12-04,"彰化縣","2017"
"697","彰化縣彰化市新興里自強路１８５―２號１樓",72488846,NA,"廖佑健",8000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-10-30,"彰化縣","2017"
"698","彰化縣彰化市新興里自強路１２８號",72456984,NA,"吳浩維",20000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-08-07,"彰化縣","2017"
"699","彰化縣彰化市華陽里０２４鄰南郭路一段１９８號",72391441,NA,"無限動力特區企業社",200000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-12-15,"彰化縣","2017"
"700","彰化縣彰化市華北里南郭路１段１７０號",72385546,NA,"爪力全開商行",100000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-08-24,"彰化縣","2017"
"701","彰化縣彰化市莿桐里彰水路臨１５４－１號",72483223,NA,"林青蒲",30000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-10-13,"彰化縣","2017"
"702","彰化縣彰化市復興里進德路４號１樓",72486967,NA,"陳俊吉",10000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-10-27,"彰化縣","2017"
"703","彰化縣彰化市復興里０１５鄰中山路三段１６０號",72563366,NA,"李柏霖",10000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-12-11,"彰化縣","2017"
"704","彰化縣彰化市崙平里曉陽路３５５－３號",72562964,NA,"吳秀琴",10000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-12-04,"彰化縣","2017"
"705","彰化縣彰化市香山里彰南路２段４９９―１號",72456387,NA,"江政龍",100000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-08-04,"彰化縣","2017"
"706","彰化縣彰化市建寶里介壽北路９６號１樓",72484378,NA,"陳世允",80000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-10-17,"彰化縣","2017"
"707","彰化縣彰化市南興里天祥路３６６―１號１樓左半邊",72476721,NA,"施佩菁",20000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-09-11,"彰化縣","2017"
"708","彰化縣彰化市南興里天祥路２０７號",72492460,NA,"黃勇豪",20000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-11-17,"彰化縣","2017"
"709","彰化縣彰化市南興里中山路１段２４２號",72489887,NA,"陳宜楹",30000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-11-08,"彰化縣","2017"
"710","彰化縣彰化市南安里彰鹿路１６６號",72464598,NA,"陳信良",20000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-09-04,"彰化縣","2017"
"711","彰化縣彰化市長樂里陳稜路２１８號",72383884,NA,"萌萌兔娃娃機",30000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-07-21,"彰化縣","2017"
"712","彰化縣彰化市長樂里陳稜路２１２號",72454894,NA,"洪浚凱",8000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-07-28,"彰化縣","2017"
"713","彰化縣彰化市長樂里長安街１０４號",72478050,NA,"洪浚凱",60000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-09-18,"彰化縣","2017"
"714","彰化縣彰化市長樂里中正路１段５７０號",72388945,NA,"抓不到商行",100000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-10-26,"彰化縣","2017"
"715","彰化縣彰化市長樂里中正路１段５５５號",72476074,NA,"巨力娃娃屋",20000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-08-31,"彰化縣","2017"
"716","彰化縣彰化市東興里東民街８９－１號",72453781,NA,"瑪尼商行",100000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-07-25,"彰化縣","2017"
"717","彰化縣彰化市東興里東民街７５號１樓",72388831,NA,"超異玩具行",80000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-10-26,"彰化縣","2017"
"718","彰化縣彰化市延平里大埔路６１６號１樓",72460609,NA,"賴再興",50000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-08-21,"彰化縣","2017"
"719","彰化縣彰化市延平里大埔路５５１號",72445158,NA,"許稟翊",20000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-06-20,"彰化縣","2017"
"720","彰化縣彰化市延平里大埔路４９９號１樓",72441977,NA,"陳建銘",10000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-06-07,"彰化縣","2017"
"721","彰化縣彰化市延平里大埔路４２５號",72390702,NA,"愛打寶企業社",800000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-11-30,"彰化縣","2017"
"722","彰化縣彰化市和調里實踐路９３－４號",72453375,NA,"洪百洲",10000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-07-24,"彰化縣","2017"
"723","彰化縣彰化市西興里金馬路３段４９５號",72475589,NA,"許福全",40000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-09-07,"彰化縣","2017"
"724","彰化縣彰化市西勢里忠誠路５８號旁",72456990,NA,"吳浩維",20000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-08-07,"彰化縣","2017"
"725","彰化縣彰化市西勢里忠孝街１１號",72477067,NA,"范利德",20000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-09-12,"彰化縣","2017"
"726","彰化縣彰化市西安里曉陽路１４０號",72481870,NA,"章明為",10000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-10-06,"彰化縣","2017"
"727","彰化縣彰化市自強南路８４號１樓",72487635,NA,"張世煌",50000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-10-30,"彰化縣","2017"
"728","彰化縣彰化市成功里０１９鄰民族路２６０號",72577740,NA,"任軒明",50000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-12-22,"彰化縣","2017"
"729","彰化縣彰化市成功里０１９鄰民族路２０４號",72489612,NA,"金馬特區企業社",30000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-11-07,"彰化縣","2017"
"730","彰化縣彰化市向陽里中央路２４９號",72457013,NA,"賴再興",50000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-08-07,"彰化縣","2017"
"731","彰化縣彰化市向陽里中央路１８３號隔壁",72476715,NA,"張智雄",50000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-09-12,"彰化縣","2017"
"732","彰化縣彰化市光復里中正路１段４６３號１樓",72391414,NA,"媽媽十元店",20000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-12-14,"彰化縣","2017"
"733","彰化縣彰化市光南里０１４鄰中山路二段２８２號１樓",72461591,NA,"陳政鴻",50000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-08-23,"彰化縣","2017"
"734","彰化縣彰化市光南里０１４鄰中山路二段２３４號",72389536,NA,"謝謝老闆選物館",20000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-11-09,"彰化縣","2017"
"735","彰化縣彰化市永樂街２４號",72442737,NA,"白岳英",100000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-06-06,"彰化縣","2017"
"736","彰化縣彰化市永福里民生路１９６號１樓",72385638,NA,"捷赫娃娃商行",10000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-08-23,"彰化縣","2017"
"737","彰化縣彰化市永生里成功路３２號",72458575,NA,"吳志鴻",30000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-08-14,"彰化縣","2017"
"738","彰化縣彰化市永生里中山路２段４０３號",72456366,NA,"李淳志",20000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-08-03,"彰化縣","2017"
"739","彰化縣彰化市文化里中正路１段３０２號１樓",72564528,NA,"愛夾商行",80000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-12-14,"彰化縣","2017"
"740","彰化縣彰化市中央里中華路１６２號",72385927,NA,"欣典商行",100000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-08-29,"彰化縣","2017"
"741","彰化縣彰化市大竹里０１１鄰彰南路２段５０號",72488487,NA,"囝仔王尋寶屋",200000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-11-01,"彰化縣","2017"
"742","彰化縣彰化市大同里永樂街１２６號１樓",72460853,NA,"張哲耀",60000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-08-22,"彰化縣","2017"
"743","彰化縣彰化市大同里０１９鄰永樂街１３０號",72388467,NA,"夾來夾去禮品商行",30000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-10-19,"彰化縣","2017"
"744","彰化縣彰化市大同里０１８鄰成功路８３號",72452690,NA,"巫文清",50000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-07-12,"彰化縣","2017"
"745","彰化縣彰化市大同里０１３鄰太平街９６號",72461972,NA,"林青蒲",30000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-08-25,"彰化縣","2017"
"746","彰化縣彰化市大同里００２鄰永樂街３４號１樓",72391168,NA,"宇盛玩具行",80000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-12-11,"彰化縣","2017"
"747","彰化縣彰化市大同里００１鄰永樂街６號１樓",72387713,NA,"囝仔王尋寶屋",200000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-10-05,"彰化縣","2017"
"748","彰化縣溪湖鎮湖東里大溪路二段１７８號",72388712,NA,"奇樂選物販賣館",200000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-10-24,"彰化縣","2017"
"749","彰化縣溪湖鎮平和里彰水路３段２８０號",72456627,NA,"蕭文凱",30000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-08-01,"彰化縣","2017"
"750","彰化縣溪州鄉溪州村中央路三段３５１號１樓",72453121,NA,"郭嘉文",3000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-07-01,"彰化縣","2017"
"751","彰化縣溪州鄉溪州村００４鄰中山路三段３６６號",72452024,NA,"林逸修",3000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-07-10,"彰化縣","2017"
"752","彰化縣溪州鄉尾厝村中山路四段５３７號",72463562,NA,"劉福來",3000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-08-21,"彰化縣","2017"
"753","彰化縣溪州鄉尾厝村００１鄰中山路三段４７６號",72479728,NA,"許福全",3000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-09-19,"彰化縣","2017"
"754","彰化縣鹿港鎮龍山里美市街２５號",72561607,NA,"施言志",15000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-12-04,"彰化縣","2017"
"755","彰化縣鹿港鎮龍山里三民路１３５號",72485073,NA,"施言志",15000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-10-19,"彰化縣","2017"
"756","彰化縣鹿港鎮順興里民權路２１８號１樓",72391771,NA,"夾樂美選物販賣機",5000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-12-20,"彰化縣","2017"
"757","彰化縣鹿港鎮順興里中山路３２０號",72489113,NA,"陳俊安",50000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-11-06,"彰化縣","2017"
"758","彰化縣鹿港鎮頂番里彰頂路３２號１樓",72485876,NA,"林昆毅",200000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-10-18,"彰化縣","2017"
"759","彰化縣鹿港鎮頂番里鹿和路４段６６號",72484742,NA,"林鴻源",50000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-10-18,"彰化縣","2017"
"760","彰化縣鹿港鎮泰興里中山路１６８號１樓",72485355,NA,"洪嘉興",50000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-10-16,"彰化縣","2017"
"761","彰化縣鹿港鎮埔崙里正興路１４０號右側之１",72492588,NA,"超好夾娃娃屋",50000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-11-20,"彰化縣","2017"
"762","彰化縣鹿港鎮埔崙里中正路２２０號右間",72462043,NA,"林政廣",50000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-08-24,"彰化縣","2017"
"763","彰化縣鹿港鎮洛津里中山路３３９號",72483602,NA,"施雯琳",3000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-10-13,"彰化縣","2017"
"764","彰化縣鹿港鎮東石里海浴路１８７號１樓",72485881,NA,"林昆毅",200000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-10-18,"彰化縣","2017"
"765","彰化縣鹿港鎮永安里復興路２３１號１樓",72476412,NA,"謝汶憲",80000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-09-11,"彰化縣","2017"
"766","彰化縣鹿港鎮永安里鹿和路１段７２號正對面",72475201,NA,"詹國鉦",20000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-09-06,"彰化縣","2017"
"767","彰化縣鹿港鎮永安里永安二路１號",72485067,NA,"施言志",15000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-10-19,"彰化縣","2017"
"768","彰化縣鹿港鎮中興里民族路１３０號１樓",72481891,NA,"施啓祥",20000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-10-02,"彰化縣","2017"
"769","彰化縣鹿港鎮三民路７８號",72478143,NA,"吳冠杰",100000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-09-19,"彰化縣","2017"
"770","彰化縣埤頭鄉興農村彰水路四段２０８號",72460896,NA,"許福全",3000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-08-15,"彰化縣","2017"
"771","彰化縣埤頭鄉和豊村０２０鄰斗苑東路８２號",72479023,NA,"爽爽夾娃娃店",10000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-09-11,"彰化縣","2017"
"772","彰化縣埤頭鄉合興村００９鄰斗苑西路２８３號",72477833,NA,"陳建銘",10000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-09-13,"彰化縣","2017"
"773","彰化縣埤頭鄉合興村００２鄰斗苑西路１８４號",72450399,NA,"陳賢儒",100000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-06-30,"彰化縣","2017"
"774","彰化縣埔鹽鄉埔鹽村彰水路２段３６號右邊",72478045,NA,"何宗憲",400000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-09-18,"彰化縣","2017"
"775","彰化縣埔心鄉瓦中村員鹿路一段１１６號",72475700,NA,"趙以文",30000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-09-01,"彰化縣","2017"
"776","彰化縣員林市新生里靜修路７３－４號旁",72457920,NA,"旺龍商行",300000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-07-18,"彰化縣","2017"
"777","彰化縣員林市新生里靜修路６９－６號",72462085,NA,"陳彥良",900000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-08-22,"彰化縣","2017"
"778","彰化縣員林市新生里莒光路４６１號",72491856,NA,"許晉維",600000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-11-13,"彰化縣","2017"
"779","彰化縣員林市惠來里０２２鄰光明南街１５１號",72493720,NA,"揪齁勝企業社",6000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-11-17,"彰化縣","2017"
"780","彰化縣員林市東和里林森路１２２之１號",72593684,NA,"詹喜幀",100000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-08-30,"彰化縣","2017"
"781","彰化縣員林市和平里靜修路４６―２號１樓",72382983,NA,"永創娃娃屋",10000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-07-04,"彰化縣","2017"
"782","彰化縣員林市和平里中山路二段９８號",72456605,NA,"蕭文凱",20000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-08-01,"彰化縣","2017"
"783","彰化縣員林市光明里光明街３０６號",72456014,NA,"愛夾客商行",50000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-07-31,"彰化縣","2017"
"784","彰化縣員林市仁愛里大同路一段２００號旁",72475716,NA,"魏忠維",30000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-09-04,"彰化縣","2017"
"785","彰化縣員林市仁愛里三民東街３１６號１樓",72391054,NA,"夾樂趣選物販賣機",3000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-12-08,"彰化縣","2017"
"786","彰化縣員林市仁美里０１３鄰靜修路１―１２號",72475552,NA,"趙以文",32000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-09-01,"彰化縣","2017"
"787","彰化縣員林市中正里中正路４２０號",72373318,NA,"王重凱",500000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-01-17,"彰化縣","2017"
"788","彰化縣員林市三義里中山路一段３９３號",72460381,NA,"詹秀華",105000,"N",563111,"冰果店、冷（熱）飲店",932414,"夾娃娃機店",NA,NA,NA,NA,2017-08-14,"彰化縣","2017"
"789","彰化縣員林市三愛里大同路二段１７號",72480020,NA,"旺龍商行",450000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-09-12,"彰化縣","2017"
"790","彰化縣員林市三條里員東路二段２１５號",72578993,NA,"娃娃物語商行",50000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-12-20,"彰化縣","2017"
"791","彰化縣員林市三條里員水路二段３０４號",72563921,NA,"超好夾選物販賣機Ⅱ代",350000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-12-01,"彰化縣","2017"
"792","彰化縣花壇鄉花壇村花壇街２４３號１樓",72385172,NA,"綜藝豪大商行",30000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-08-15,"彰化縣","2017"
"793","彰化縣花壇鄉花壇村中山路一段臨３７７號",72458033,NA,"洪浚凱",60000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-08-11,"彰化縣","2017"
"794","彰化縣花壇鄉北口村中山路２段６５３號",72455654,NA,"黄浚賢",20000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-08-01,"彰化縣","2017"
"795","彰化縣芬園鄉社口村彰南路４段６４號",72474913,NA,"九四五三商行",50000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-09-01,"彰化縣","2017"
"796","彰化縣芬園鄉社口村彰南路４段５１號１樓",72380269,NA,"九四五三商行",50000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-05-19,"彰化縣","2017"
"797","彰化縣芬園鄉竹林村彰南路四段４６７號之１",72422789,NA,"洪偉然",130000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-04-10,"彰化縣","2017"
"798","彰化縣社頭鄉廣興村中興路４３號旁",72464577,NA,"詹喜幀",100000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-08-30,"彰化縣","2017"
"799","彰化縣社頭鄉清水村山腳路１段４５６號旁",72484068,NA,"邱智勇",10000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-09-26,"彰化縣","2017"
"800","彰化縣和美鎮鐵山里彰美路三段６０號騎樓前",72562958,NA,"歐雅釿",6000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-12-08,"彰化縣","2017"
"801","彰化縣和美鎮鐵山里彰美路３段３８９號",72475574,NA,"許福全",50000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-09-07,"彰化縣","2017"
"802","彰化縣和美鎮彰和路３段臨５１號左側",72478925,NA,"莊世哲",10000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-09-21,"彰化縣","2017"
"803","彰化縣和美鎮雅溝里鹿和路５段１８８巷３號",72475032,NA,"黃啓源",50000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-09-06,"彰化縣","2017"
